CustomerID,FullName,Segment,Region,Country
C00638,Siddharth Joshi,Consumer,Central,India
C00639,Rahul Malhotra,Consumer,East,India
C00640,Rohit Kapoor,Consumer,North,India
C00641,Vihaan Mehta,Consumer,East,India
C00642,Sai Kapoor,Consumer,West,India
C00643,Riya Mukherjee,Consumer,North,India
C00644,Aisha Mehta,Consumer,Central,India
C00645,Rohit Joshi,Consumer,South,India
C00646,Priya Chowdhury,Consumer,Central,India
C00647,Manish Patel,Consumer,North,India
C00648,Siddharth Singh,Consumer,North,India
C00649,Vihaan Patel,Consumer,East,India
C00650,Priya Jain,Consumer,East,India
C00651,Siddharth Singh,Consumer,West,India
C00652,Riya Kumar,Consumer,North,India
C00653,Aarav Das,Consumer,South,India
C00654,Saanvi Khan,Consumer,South,India
C00655,Riya Malhotra,Consumer,West,India
C00656,Saanvi Iyer,Consumer,South,India
C00657,Rahul Iyer,Consumer,Central,India
C00658,Ananya Thomas,Consumer,West,India
C00659,Aarav Jain,Consumer,North,India
C00660,Ankit Singh,Corporate,Central,India
C00661,Sai Chowdhury,Consumer,West,India
C00662,Vihaan Reddy,Consumer,West,India
C00663,Manish Das,Consumer,Central,India
C00664,Karan Joshi,Consumer,East,India
C00665,Priya Kapoor,Consumer,East,India
C00666,Tanvi Joshi,Consumer,South,India
C00667,Riya Singh,Consumer,North,India
C00668,Sai Chowdhury,Consumer,Central,India
C00669,Karan Mukherjee,Consumer,Central,India
C00670,Karan Mukherjee,Consumer,Central,India
C00671,Sai Malhotra,Consumer,East,India
C00672,Arjun Gupta,Consumer,West,India
C00673,Tanvi Verma,Corporate,North,India
C00674,Siddharth Patel,Consumer,West,India
C00675,Rohit Khan,Consumer,West,India
C00676,Siddharth Mukherjee,Consumer,West,India
C00677,Siddharth Gupta,Consumer,North,India
C00678,Saanvi Nair,Consumer,South,India
C00679,Rohit Nair,Consumer,West,India
C00680,Ankit Dutta,Consumer,North,India
C00681,Ankit Singh,Consumer,Central,India
C00682,Neha Malhotra,Corporate,North,India
C00683,Priya Malhotra,Consumer,West,India
C00684,Vihaan Mehta,Consumer,North,India
C00685,Priya Reddy,Consumer,North,India
C00686,Priya Singh,Corporate,South,India
C00687,Ananya Joshi,Consumer,Central,India
C00688,Rahul Gupta,Consumer,South,India
C00689,Ananya Verma,Consumer,Central,India
C00690,Aisha Kapoor,Consumer,East,India
C00691,Isha Nair,Consumer,Central,India
C00692,Vihaan Patel,Small Business,West,India
C00693,Vivaan Reddy,Corporate,South,India
C00694,Arjun Mehta,Consumer,East,India
C00695,Saanvi Iyer,Consumer,Central,India
C00696,Aisha Mukherjee,Consumer,North,India
C00697,Aditya Iyer,Consumer,East,India
C00698,Neha Thomas,Small Business,East,India
C00699,Ankit Sharma,Corporate,North,India
C00700,Priya Chowdhury,Corporate,Central,India
C00701,Karan Jain,Small Business,South,India
C00702,Siddharth Reddy,Consumer,East,India
C00703,Riya Malhotra,Consumer,Central,India
C00704,Siddharth Das,Corporate,North,India
C00705,Vivaan Singh,Consumer,West,India
C00706,Aarav Singh,Small Business,South,India
C00707,Priya Thomas,Consumer,West,India
C00708,Ananya Patel,Corporate,East,India
C00709,Sai Reddy,Consumer,East,India
C00710,Aisha Kumar,Consumer,South,India
C00711,Vivaan Iyer,Consumer,South,India
C00712,Rahul Kumar,Consumer,North,India
C00713,Ananya Dutta,Consumer,Central,India
C00714,Saanvi Khan,Consumer,North,India
C00715,Aarav Das,Corporate,West,India
C00716,Arjun Dutta,Consumer,West,India
C00717,Aditya Singh,Consumer,East,India
C00718,Isha Patel,Consumer,South,India
C00719,Arjun Kumar,Consumer,North,India
C00720,Tanvi Gupta,Consumer,South,India
C00721,Arjun Mukherjee,Consumer,West,India
C00722,Ananya Kumar,Corporate,South,India
C00723,Vihaan Joshi,Consumer,East,India
C00724,Rahul Das,Corporate,South,India
C00725,Aisha Kumar,Consumer,Central,India
C00726,Tanvi Kapoor,Consumer,North,India
C00727,Isha Jain,Consumer,Central,India
C00728,Ananya Iyer,Consumer,North,India
C00729,Saanvi Dutta,Consumer,South,India
C00730,Siddharth Kapoor,Consumer,North,India
C00731,Neha Das,Consumer,Central,India
C00732,Rahul Chowdhury,Consumer,South,India
C00733,Siddharth Kumar,Consumer,North,India
C00734,Aarav Reddy,Consumer,North,India
C00735,Karan Khan,Consumer,Central,India
C00736,Rahul Mukherjee,Consumer,North,India
C00737,Rohit Malhotra,Consumer,East,India
C00738,Aditya Nair,Consumer,South,India
C00739,Arjun Malhotra,Consumer,Central,India
C00740,Aditya Nair,Consumer,South,India
C00741,Vivaan Mehta,Consumer,West,India
C00742,Vihaan Thomas,Consumer,North,India
C00743,Isha Gupta,Consumer,South,India
C00744,Aarav Gupta,Consumer,East,India
C00745,Manish Khan,Corporate,East,India
C00746,Sai Chowdhury,Consumer,East,India
C00747,Vihaan Sharma,Consumer,West,India
C00748,Aisha Khan,Consumer,Central,India
C00749,Aditya Dutta,Consumer,East,India
C00750,Vivaan Dutta,Corporate,South,India
C00751,Neha Gupta,Consumer,North,India
C00752,Ankit Singh,Consumer,Central,India
C00753,Aarav Verma,Corporate,North,India
C00754,Saanvi Verma,Consumer,West,India
C00755,Arjun Gupta,Small Business,North,India
C00756,Rohit Mukherjee,Consumer,South,India
C00757,Rahul Das,Consumer,North,India
C00758,Ankit Chowdhury,Consumer,North,India
C00759,Sai Mehta,Corporate,North,India
C00760,Karan Kumar,Corporate,East,India
C00761,Isha Das,Consumer,West,India
C00762,Aarav Chowdhury,Consumer,Central,India
C00763,Isha Kapoor,Consumer,East,India
C00764,Ankit Dutta,Small Business,South,India
C00765,Rohit Mehta,Consumer,West,India
C00766,Aarav Mehta,Consumer,North,India
C00767,Riya Sharma,Corporate,West,India
C00768,Isha Singh,Consumer,South,India
C00769,Rahul Dutta,Small Business,South,India
C00770,Aisha Kumar,Consumer,South,India
C00771,Manish Mukherjee,Consumer,East,India
C00772,Priya Kumar,Consumer,Central,India
C00773,Arjun Iyer,Consumer,Central,India
C00774,Vivaan Mukherjee,Consumer,South,India
C00775,Saanvi Nair,Consumer,East,India
C00776,Karan Das,Consumer,East,India
C00777,Saanvi Kumar,Small Business,South,India
C00778,Ankit Singh,Consumer,South,India
C00779,Priya Thomas,Consumer,North,India
C00780,Rohit Chowdhury,Small Business,South,India
C00781,Priya Nair,Consumer,North,India
C00782,Aditya Gupta,Corporate,East,India
C00783,Tanvi Verma,Consumer,East,India
C00784,Arjun Kumar,Consumer,East,India
C00785,Karan Khan,Consumer,East,India
C00786,Aisha Gupta,Consumer,West,India
C00787,Priya Malhotra,Consumer,South,India
C00788,Vihaan Thomas,Consumer,South,India
C00789,Vihaan Sharma,Consumer,South,India
C00790,Arjun Jain,Corporate,East,India
C00791,Aditya Joshi,Consumer,North,India
C00792,Aarav Kumar,Consumer,West,India
C00793,Arjun Kumar,Small Business,East,India
C00794,Vihaan Verma,Small Business,North,India
C00795,Sai Joshi,Consumer,West,India
C00796,Siddharth Sharma,Consumer,West,India
C00797,Sai Chowdhury,Consumer,South,India
C00798,Aisha Reddy,Consumer,South,India
C00799,Vivaan Kapoor,Consumer,South,India
C00800,Isha Dutta,Consumer,Central,India
C00801,Siddharth Verma,Consumer,West,India
C00802,Arjun Mukherjee,Consumer,Central,India
C00803,Saanvi Malhotra,Corporate,West,India
C00804,Neha Dutta,Consumer,West,India
C00805,Neha Joshi,Consumer,West,India
C00806,Aisha Gupta,Consumer,Central,India
C00807,Saanvi Sharma,Corporate,East,India
C00808,Vivaan Dutta,Consumer,Central,India
C00809,Saanvi Gupta,Consumer,South,India
C00810,Aisha Malhotra,Corporate,North,India
C00811,Saanvi Joshi,Corporate,West,India
C00812,Neha Gupta,Consumer,Central,India
C00813,Riya Chowdhury,Small Business,North,India
C00814,Neha Joshi,Consumer,Central,India
C00815,Ananya Dutta,Consumer,South,India
C00816,Siddharth Verma,Consumer,South,India
C00817,Tanvi Mehta,Consumer,West,India
C00818,Aarav Das,Small Business,South,India
C00819,Arjun Das,Consumer,East,India
C00820,Vivaan Sharma,Consumer,South,India
C00821,Vihaan Khan,Corporate,North,India
C00822,Neha Iyer,Consumer,East,India
C00823,Isha Das,Consumer,South,India
C00824,Rahul Dutta,Consumer,South,India
C00825,Rohit Kapoor,Corporate,South,India
C00826,Ankit Gupta,Consumer,East,India
C00827,Arjun Gupta,Consumer,Central,India
C00828,Karan Joshi,Consumer,Central,India
C00829,Riya Kapoor,Consumer,Central,India
C00830,Vihaan Dutta,Consumer,North,India
C00831,Saanvi Chowdhury,Small Business,South,India
C00832,Aditya Das,Consumer,East,India
C00833,Ananya Mehta,Consumer,East,India
C00834,Aisha Singh,Consumer,North,India
C00835,Karan Thomas,Consumer,South,India
C00836,Rahul Dutta,Corporate,East,India
C00837,Rohit Iyer,Consumer,West,India
C00838,Ankit Mehta,Consumer,North,India
C00839,Vivaan Nair,Consumer,East,India
C00840,Vihaan Kumar,Consumer,West,India
C00841,Sai Kumar,Consumer,North,India
C00842,Riya Kapoor,Small Business,West,India
C00843,Aarav Mukherjee,Small Business,South,India
C00844,Tanvi Mukherjee,Consumer,North,India
C00845,Riya Jain,Small Business,West,India
C00846,Rohit Malhotra,Consumer,East,India
C00847,Isha Mehta,Consumer,West,India
C00848,Ankit Malhotra,Corporate,South,India
C00849,Vivaan Chowdhury,Consumer,North,India
C00850,Isha Kapoor,Consumer,North,India
C00851,Aarav Jain,Consumer,East,India
C00852,Aditya Dutta,Corporate,East,India
C00853,Karan Dutta,Consumer,East,India
C00854,Aditya Malhotra,Consumer,East,India
C00855,Karan Chowdhury,Consumer,North,India
C00856,Aisha Thomas,Consumer,South,India
C00857,Aisha Joshi,Consumer,North,India
C00858,Aditya Chowdhury,Corporate,West,India
C00859,Ankit Mehta,Consumer,West,India
C00860,Manish Mukherjee,Small Business,West,India
C00861,Ankit Mehta,Consumer,North,India
C00862,Karan Verma,Consumer,Central,India
C00863,Ankit Kapoor,Consumer,West,India
C00864,Sai Gupta,Small Business,South,India
C00865,Arjun Verma,Consumer,West,India
C00866,Ananya Patel,Corporate,East,India
C00867,Riya Kumar,Consumer,Central,India
C00868,Karan Malhotra,Consumer,East,India
C00869,Manish Thomas,Small Business,North,India
C00870,Tanvi Joshi,Consumer,West,India
C00871,Vihaan Mukherjee,Consumer,Central,India
C00872,Ankit Joshi,Corporate,North,India
C00873,Vihaan Joshi,Corporate,East,India
C00874,Rohit Chowdhury,Corporate,East,India
C00875,Karan Dutta,Consumer,West,India
C00876,Vivaan Gupta,Consumer,South,India
C00877,Tanvi Kapoor,Consumer,West,India
C00878,Vivaan Iyer,Corporate,East,India
C00879,Saanvi Verma,Consumer,East,India
C00880,Neha Sharma,Consumer,East,India
C00881,Isha Reddy,Corporate,North,India
C00882,Saanvi Patel,Consumer,West,India
C00883,Riya Reddy,Consumer,Central,India
C00884,Aditya Jain,Consumer,West,India
C00885,Siddharth Khan,Corporate,North,India
C00886,Manish Gupta,Consumer,Central,India
C00887,Karan Patel,Corporate,Central,India
C00888,Ankit Sharma,Consumer,South,India
C00889,Vivaan Mehta,Consumer,North,India
C00890,Neha Jain,Consumer,West,India
C00891,Manish Iyer,Consumer,North,India
C00892,Aarav Mehta,Consumer,Central,India
C00893,Priya Gupta,Small Business,West,India
C00894,Ankit Malhotra,Consumer,South,India
C00895,Aisha Kumar,Consumer,West,India
C00896,Vivaan Gupta,Corporate,South,India
C00897,Saanvi Mehta,Consumer,East,India
C00898,Rahul Khan,Consumer,North,India
C00899,Siddharth Patel,Consumer,Central,India
C00900,Aarav Mehta,Consumer,East,India
C00901,Aisha Mukherjee,Corporate,East,India
C00902,Priya Reddy,Consumer,East,India
C00903,Manish Kapoor,Consumer,North,India
C00904,Aarav Khan,Small Business,East,India
C00905,Rohit Kapoor,Consumer,East,India
C00906,Vihaan Dutta,Consumer,East,India
C00907,Riya Reddy,Consumer,East,India
C00908,Ananya Patel,Consumer,South,India
C00909,Vivaan Kapoor,Consumer,East,India
C00910,Arjun Sharma,Consumer,East,India
C00911,Aisha Mukherjee,Consumer,North,India
C00912,Ankit Joshi,Corporate,East,India
C00913,Saanvi Malhotra,Consumer,West,India
C00914,Neha Khan,Consumer,South,India
C00915,Rohit Gupta,Consumer,West,India
C00916,Arjun Reddy,Consumer,Central,India
C00917,Sai Das,Consumer,South,India
C00918,Neha Mehta,Consumer,East,India
C00919,Rahul Das,Consumer,Central,India
C00920,Isha Thomas,Corporate,West,India
C00921,Vivaan Joshi,Consumer,Central,India
C00922,Aditya Dutta,Corporate,Central,India
C00923,Vihaan Iyer,Consumer,West,India
C00924,Vivaan Patel,Consumer,South,India
C00925,Riya Mukherjee,Small Business,West,India
C00926,Arjun Das,Corporate,South,India
C00927,Aditya Dutta,Consumer,South,India
C00928,Riya Verma,Consumer,East,India
C00929,Ananya Gupta,Consumer,South,India
C00930,Siddharth Kumar,Consumer,West,India
C00931,Rahul Iyer,Consumer,West,India
C00932,Karan Sharma,Consumer,South,India
C00933,Neha Sharma,Corporate,Central,India
C00934,Ananya Sharma,Consumer,South,India
C00935,Saanvi Chowdhury,Consumer,North,India
C00936,Karan Khan,Consumer,South,India
C00937,Aditya Verma,Consumer,East,India
C00938,Priya Khan,Consumer,East,India
C00939,Rahul Patel,Consumer,West,India
C00940,Neha Jain,Consumer,West,India
C00941,Aarav Mehta,Consumer,South,India
C00942,Ananya Sharma,Consumer,South,India
C00943,Vihaan Chowdhury,Consumer,North,India
C00944,Karan Reddy,Corporate,Central,India
C00945,Vivaan Kapoor,Small Business,North,India
C00946,Aarav Verma,Consumer,West,India
C00947,Priya Iyer,Consumer,East,India
C00948,Siddharth Patel,Consumer,North,India
C00949,Isha Mukherjee,Consumer,Central,India
C00950,Aisha Kapoor,Consumer,South,India
C00951,Rahul Singh,Consumer,Central,India
C00952,Vihaan Nair,Consumer,North,India
C00953,Siddharth Jain,Consumer,East,India
C00954,Manish Jain,Consumer,West,India
C00955,Isha Gupta,Consumer,West,India
C00956,Ananya Dutta,Consumer,North,India
C00957,Aarav Kumar,Small Business,Central,India
C00958,Siddharth Patel,Small Business,Central,India
C00959,Aditya Singh,Small Business,South,India
C00960,Priya Nair,Consumer,North,India
C00961,Vihaan Gupta,Corporate,East,India
C00962,Neha Das,Consumer,North,India
C00963,Vihaan Verma,Consumer,South,India
C00964,Sai Das,Consumer,West,India
C00965,Tanvi Reddy,Corporate,North,India
C00966,Neha Das,Consumer,West,India
C00967,Karan Thomas,Consumer,West,India
C00968,Siddharth Mukherjee,Consumer,South,India
C00969,Vihaan Patel,Consumer,North,India
C00970,Sai Singh,Consumer,Central,India
C00971,Siddharth Joshi,Consumer,South,India
C00972,Tanvi Iyer,Corporate,Central,India
C00973,Aarav Patel,Consumer,West,India
C00974,Vihaan Mukherjee,Consumer,North,India
C00975,Aisha Das,Consumer,Central,India
C00976,Ankit Joshi,Consumer,East,India
C00977,Manish Khan,Consumer,Central,India
C00978,Vihaan Mukherjee,Consumer,South,India
C00979,Siddharth Chowdhury,Consumer,West,India
C00980,Arjun Malhotra,Corporate,Central,India
C00981,Vivaan Sharma,Consumer,South,India
C00982,Manish Dutta,Corporate,South,India
C00983,Aditya Dutta,Consumer,East,India
C00984,Aisha Verma,Consumer,Central,India
C00985,Karan Iyer,Corporate,North,India
C00986,Priya Thomas,Corporate,West,India
C00987,Aditya Dutta,Consumer,North,India
C00988,Siddharth Sharma,Consumer,West,India
C00989,Vivaan Malhotra,Consumer,North,India
C00990,Tanvi Kapoor,Consumer,Central,India
C00991,Rohit Jain,Consumer,West,India
C00992,Riya Chowdhury,Corporate,South,India
C00993,Priya Das,Consumer,Central,India
C00994,Tanvi Dutta,Consumer,East,India
C00995,Priya Singh,Consumer,South,India
C00996,Aarav Das,Consumer,East,India
C00997,Rohit Khan,Consumer,North,India
C00998,Vivaan Gupta,Consumer,West,India
C00999,Vihaan Reddy,Consumer,South,India
C01000,Vihaan Iyer,Consumer,South,India
C01001,Riya Singh,Corporate,North,India
C01002,Ankit Singh,Corporate,West,India
C01003,Priya Joshi,Small Business,South,India
C01004,Siddharth Sharma,Consumer,North,India
C01005,Rohit Mukherjee,Corporate,West,India
C01006,Manish Gupta,Consumer,South,India
C01007,Arjun Singh,Consumer,Central,India
C01008,Tanvi Das,Consumer,West,India
C01009,Rahul Kapoor,Small Business,South,India
C01010,Aisha Iyer,Small Business,East,India
C01011,Priya Patel,Consumer,Central,India
C01012,Manish Nair,Corporate,Central,India
C01013,Riya Malhotra,Consumer,South,India
C01014,Ananya Kapoor,Consumer,East,India
C01015,Arjun Gupta,Consumer,East,India
C01016,Vihaan Chowdhury,Consumer,Central,India
C01017,Ankit Mukherjee,Consumer,Central,India
C01018,Isha Mukherjee,Corporate,Central,India
C01019,Vihaan Sharma,Consumer,North,India
C01020,Vivaan Jain,Consumer,South,India
C01021,Isha Reddy,Consumer,North,India
C01022,Isha Jain,Corporate,North,India
C01023,Neha Thomas,Consumer,Central,India
C01024,Saanvi Malhotra,Consumer,Central,India
C01025,Isha Verma,Small Business,West,India
C01026,Rahul Das,Small Business,North,India
C01027,Aarav Reddy,Consumer,West,India
C01028,Saanvi Chowdhury,Corporate,Central,India
C01029,Tanvi Jain,Corporate,South,India
C01030,Isha Thomas,Consumer,North,India
C01031,Sai Gupta,Consumer,North,India
C01032,Karan Verma,Consumer,Central,India
C01033,Aisha Patel,Consumer,East,India
C01034,Aarav Das,Consumer,South,India
C01035,Vivaan Patel,Small Business,Central,India
C01036,Vivaan Kapoor,Corporate,East,India
C01037,Siddharth Joshi,Consumer,North,India
C01038,Riya Khan,Consumer,South,India
C01039,Manish Kumar,Corporate,South,India
C01040,Rahul Malhotra,Consumer,North,India
C01041,Neha Mehta,Corporate,East,India
C01042,Riya Chowdhury,Consumer,Central,India
C01043,Manish Dutta,Small Business,North,India
C01044,Vihaan Chowdhury,Consumer,Central,India
C01045,Tanvi Mehta,Small Business,East,India
C01046,Karan Singh,Consumer,Central,India
C01047,Isha Sharma,Small Business,East,India
C01048,Manish Khan,Consumer,North,India
C01049,Isha Jain,Consumer,North,India
C01050,Vihaan Gupta,Small Business,Central,India
C01051,Rohit Sharma,Consumer,South,India
C01052,Ananya Mukherjee,Corporate,South,India
C01053,Rohit Mukherjee,Consumer,North,India
C01054,Arjun Sharma,Consumer,East,India
C01055,Vivaan Kumar,Consumer,South,India
C01056,Aisha Malhotra,Consumer,South,India
C01057,Aisha Mukherjee,Consumer,West,India
C01058,Rahul Das,Consumer,North,India
C01059,Rohit Sharma,Consumer,Central,India
C01060,Aditya Joshi,Consumer,North,India
C01061,Neha Khan,Consumer,East,India
C01062,Tanvi Kumar,Consumer,West,India
C01063,Karan Iyer,Corporate,North,India
C01064,Siddharth Gupta,Consumer,South,India
C01065,Karan Malhotra,Consumer,South,India
C01066,Isha Chowdhury,Small Business,North,India
C01067,Rohit Malhotra,Consumer,North,India
C01068,Aarav Joshi,Consumer,Central,India
C01069,Rohit Kumar,Consumer,East,India
C01070,Ananya Mukherjee,Small Business,Central,India
C01071,Arjun Gupta,Consumer,Central,India
C01072,Aisha Jain,Consumer,Central,India
C01073,Vivaan Malhotra,Consumer,Central,India
C01074,Aditya Nair,Consumer,East,India
C01075,Vihaan Jain,Consumer,West,India
C01076,Riya Chowdhury,Consumer,South,India
C01077,Vihaan Nair,Consumer,South,India
C01078,Riya Dutta,Consumer,Central,India
C01079,Isha Joshi,Consumer,Central,India
C01080,Neha Das,Small Business,South,India
C01081,Aarav Das,Consumer,South,India
C01082,Rahul Reddy,Corporate,South,India
C01083,Riya Dutta,Consumer,East,India
C01084,Isha Dutta,Consumer,South,India
C01085,Tanvi Kumar,Corporate,South,India
C01086,Rohit Jain,Consumer,North,India
C01087,Aditya Sharma,Corporate,North,India
C01088,Ankit Joshi,Consumer,Central,India
C01089,Ananya Verma,Consumer,Central,India
C01090,Rohit Dutta,Consumer,South,India
C01091,Neha Iyer,Consumer,Central,India
C01092,Isha Patel,Consumer,Central,India
C01093,Aditya Iyer,Consumer,North,India
C01094,Saanvi Kapoor,Consumer,Central,India
C01095,Arjun Thomas,Consumer,Central,India
C01096,Ankit Patel,Consumer,West,India
C01097,Neha Verma,Consumer,West,India
C01098,Saanvi Kumar,Consumer,South,India
C01099,Vivaan Jain,Consumer,East,India
C01100,Karan Dutta,Small Business,North,India
C01101,Vivaan Das,Consumer,Central,India
C01102,Aisha Reddy,Consumer,Central,India
C01103,Sai Iyer,Consumer,East,India
C01104,Ankit Kumar,Consumer,West,India
C01105,Saanvi Khan,Consumer,East,India
C01106,Siddharth Dutta,Corporate,North,India
C01107,Manish Patel,Consumer,South,India
C01108,Aditya Khan,Consumer,South,India
C01109,Arjun Gupta,Consumer,Central,India
C01110,Vihaan Mehta,Consumer,East,India
C01111,Vihaan Dutta,Consumer,West,India
C01112,Ananya Joshi,Consumer,West,India
C01113,Aarav Mehta,Consumer,Central,India
C01114,Ankit Gupta,Consumer,Central,India
C01115,Vivaan Joshi,Consumer,South,India
C01116,Aisha Gupta,Consumer,West,India
C01117,Tanvi Joshi,Consumer,East,India
C01118,Aditya Jain,Consumer,West,India
C01119,Siddharth Gupta,Consumer,West,India
C01120,Tanvi Patel,Corporate,South,India
C01121,Tanvi Khan,Consumer,East,India
C01122,Priya Kapoor,Consumer,South,India
C01123,Karan Iyer,Consumer,North,India
C01124,Ananya Khan,Corporate,Central,India
C01125,Rahul Patel,Consumer,South,India
C01126,Siddharth Kapoor,Consumer,Central,India
C01127,Manish Singh,Consumer,South,India
C01128,Tanvi Malhotra,Corporate,West,India
C01129,Manish Mukherjee,Consumer,North,India
C01130,Manish Mukherjee,Consumer,West,India
C01131,Karan Chowdhury,Consumer,Central,India
C01132,Vihaan Mukherjee,Consumer,West,India
C01133,Saanvi Kumar,Consumer,Central,India
C01134,Rahul Reddy,Consumer,North,India
C01135,Ankit Khan,Consumer,North,India
C01136,Karan Jain,Consumer,East,India
C01137,Rahul Chowdhury,Consumer,West,India
C01138,Ankit Reddy,Consumer,Central,India
C01139,Rahul Joshi,Consumer,East,India
C01140,Karan Jain,Consumer,Central,India
C01141,Siddharth Gupta,Consumer,Central,India
C01142,Siddharth Reddy,Small Business,Central,India
C01143,Neha Iyer,Consumer,North,India
C01144,Saanvi Thomas,Corporate,South,India
C01145,Vihaan Jain,Consumer,East,India
C01146,Rohit Kapoor,Consumer,North,India
C01147,Sai Iyer,Small Business,North,India
C01148,Aditya Patel,Consumer,Central,India
C01149,Rahul Kumar,Consumer,South,India
C01150,Neha Kumar,Consumer,West,India
C01151,Karan Kapoor,Consumer,East,India
C01152,Tanvi Verma,Small Business,South,India
C01153,Siddharth Thomas,Consumer,Central,India
C01154,Isha Jain,Consumer,Central,India
C01155,Manish Khan,Consumer,Central,India
C01156,Sai Verma,Consumer,North,India
C01157,Sai Kumar,Small Business,West,India
C01158,Neha Iyer,Consumer,South,India
C01159,Manish Sharma,Consumer,North,India
C01160,Aditya Malhotra,Consumer,Central,India
C01161,Ankit Chowdhury,Consumer,East,India
C01162,Saanvi Kapoor,Small Business,West,India
C01163,Karan Joshi,Consumer,South,India
C01164,Rahul Khan,Consumer,North,India
C01165,Manish Nair,Consumer,North,India
C01166,Manish Reddy,Corporate,Central,India
C01167,Aisha Thomas,Small Business,Central,India
C01168,Siddharth Mehta,Corporate,West,India
C01169,Priya Joshi,Corporate,West,India
C01170,Vihaan Reddy,Consumer,South,India
C01171,Saanvi Das,Consumer,East,India
C01172,Manish Malhotra,Consumer,East,India
C01173,Saanvi Nair,Consumer,East,India
C01174,Aditya Malhotra,Small Business,West,India
C01175,Riya Chowdhury,Consumer,Central,India
C01176,Aisha Gupta,Small Business,South,India
C01177,Siddharth Jain,Consumer,South,India
C01178,Aisha Jain,Consumer,South,India
C01179,Tanvi Chowdhury,Consumer,North,India
C01180,Vihaan Kumar,Consumer,West,India
C01181,Tanvi Sharma,Corporate,Central,India
C01182,Vivaan Dutta,Consumer,East,India
C01183,Siddharth Joshi,Corporate,West,India
C01184,Sai Khan,Consumer,South,India
C01185,Ankit Patel,Consumer,West,India
C01186,Siddharth Malhotra,Consumer,East,India
C01187,Karan Gupta,Consumer,North,India
C01188,Manish Thomas,Consumer,North,India
C01189,Aarav Jain,Consumer,North,India
C01190,Riya Chowdhury,Consumer,East,India
C01191,Sai Malhotra,Consumer,East,India
C01192,Siddharth Kapoor,Consumer,South,India
C01193,Siddharth Mukherjee,Consumer,East,India
C01194,Neha Iyer,Consumer,South,India
C01195,Ankit Patel,Small Business,South,India
C01196,Vihaan Reddy,Corporate,Central,India
C01197,Rahul Iyer,Consumer,South,India
C01198,Siddharth Sharma,Consumer,West,India
C01199,Arjun Khan,Consumer,East,India
C01200,Siddharth Nair,Consumer,Central,India
C01201,Vivaan Iyer,Consumer,South,India
C01202,Vivaan Jain,Corporate,West,India
C01203,Vihaan Thomas,Consumer,East,India
C01204,Neha Chowdhury,Consumer,East,India
C01205,Neha Sharma,Consumer,East,India
C01206,Tanvi Jain,Consumer,Central,India
C01207,Sai Nair,Consumer,Central,India
C01208,Siddharth Thomas,Corporate,West,India
C01209,Tanvi Nair,Consumer,South,India
C01210,Sai Das,Consumer,Central,India
C01211,Ankit Iyer,Corporate,North,India
C01212,Aditya Gupta,Consumer,East,India
C01213,Riya Nair,Consumer,Central,India
C01214,Karan Reddy,Corporate,East,India
C01215,Ankit Khan,Small Business,West,India
C01216,Sai Gupta,Corporate,South,India
C01217,Saanvi Reddy,Small Business,North,India
C01218,Ananya Gupta,Consumer,North,India
C01219,Aditya Dutta,Consumer,North,India
C01220,Karan Khan,Corporate,North,India
C01221,Vihaan Reddy,Consumer,North,India
C01222,Karan Nair,Consumer,East,India
C01223,Priya Patel,Consumer,South,India
C01224,Aarav Verma,Consumer,East,India
C01225,Siddharth Thomas,Small Business,Central,India
C01226,Aisha Malhotra,Consumer,Central,India
C01227,Sai Joshi,Consumer,Central,India
C01228,Rahul Khan,Consumer,Central,India
C01229,Isha Chowdhury,Consumer,South,India
C01230,Aditya Thomas,Consumer,West,India
C01231,Aisha Patel,Consumer,North,India
C01232,Manish Patel,Consumer,West,India
C01233,Rohit Sharma,Consumer,West,India
C01234,Siddharth Nair,Consumer,West,India
C01235,Isha Kapoor,Consumer,North,India
C01236,Rohit Chowdhury,Consumer,Central,India
C01237,Rahul Iyer,Consumer,West,India
C01238,Karan Mehta,Consumer,West,India
C01239,Saanvi Khan,Corporate,Central,India
C01240,Aisha Nair,Consumer,Central,India
C01241,Aisha Mukherjee,Consumer,North,India
C01242,Sai Patel,Consumer,West,India
C01243,Tanvi Thomas,Consumer,Central,India
C01244,Siddharth Jain,Consumer,South,India
C01245,Vivaan Malhotra,Consumer,North,India
C01246,Isha Reddy,Consumer,West,India
C01247,Aarav Mehta,Consumer,North,India
C01248,Siddharth Jain,Consumer,East,India
C01249,Siddharth Chowdhury,Consumer,North,India
C01250,Riya Kumar,Corporate,South,India
C01251,Vivaan Reddy,Corporate,North,India
C01252,Rohit Dutta,Consumer,East,India
C01253,Karan Sharma,Consumer,South,India
C01254,Karan Thomas,Consumer,North,India
C01255,Ananya Thomas,Consumer,North,India
C01256,Manish Jain,Consumer,East,India
C01257,Riya Gupta,Consumer,North,India
C01258,Rohit Khan,Consumer,West,India
C01259,Isha Jain,Consumer,North,India
C01260,Ananya Singh,Consumer,West,India
C01261,Riya Sharma,Consumer,East,India
C01262,Ankit Singh,Consumer,South,India
C01263,Aarav Verma,Consumer,West,India
C01264,Tanvi Patel,Consumer,North,India
C01265,Saanvi Gupta,Consumer,Central,India
C01266,Riya Verma,Consumer,South,India
C01267,Rohit Singh,Consumer,South,India
C01268,Riya Malhotra,Corporate,East,India
C01269,Priya Jain,Consumer,West,India
